,phrase,label,sentiment,subjectivity,language,count
EnBW,EnBW,ORG,0.4666666666666666,0.0,de,6
Mercedes,Mercedes,ORG,0.0,0.0,de,6
EU-Ebene,EU-Ebene,ORG,0.0,0.0,de,6
SPD-Chef,SPD-Chef,ORG,0.11666666666666665,0.0,de,6
GIE,GIE,ORG,0.0,0.0,de,6
E-Autos,E-Autos,ORG,0.10000000000000002,0.0,de,6
Internationale Atomenergiebehörde,Internationale Atomenergiebehörde,ORG,0.0,0.0,de,6
Berliner Morgenpost,Berliner Morgenpost,ORG,-0.11666666666666665,0.0,de-DE,6
Ukraine: ,Ukraine: ,ORG,0.0,0.0,de,6
Liberalen,Liberalen,ORG,0.7000000000000001,0.0,de,6
Armee,Armee,ORG,-0.45,0.16666666666666666,de,6
Bund-Länder-Gipfel,Bund-Länder-Gipfel,ORG,0.0,0.6666666666666666,de,6
Grünen.,Grünen.,ORG,0.6166666666666667,0.0,de,6
Bundeskanzleramt,Bundeskanzleramt,ORG,0.17499999999999996,0.08333333333333333,de,6
Foto: imago,Foto: imago,ORG,0.0,0.0,de,5
SPD-Chef Klingbeil,SPD-Chef Klingbeil,ORG,0.0,0.0,de,5
EU-Länder,EU-Länder,ORG,0.13999999999999999,0.0,de,5
"Foto: dpa)
Berlin","Foto: dpa)
Berlin",ORG,0.0,0.0,de,5
Ifo-Instituts,Ifo-Instituts,ORG,-0.13999999999999999,0.0,de,5
Evangelische Kirche,Evangelische Kirche,ORG,-0.27999999999999997,0.0,de,5
EKD,EKD,ORG,0.4,0.0,de,5
Ukraine-Krieg: Russland,Ukraine-Krieg: Russland,ORG,0.0,0.0,de,5
Notenbank,Notenbank,ORG,0.0,0.2,de,5
Microsoft,Microsoft,ORG,-0.22000000000000003,0.4666666666666666,de,5
NATO-Außenminister,NATO-Außenminister,ORG,0.2,0.0,de,5
ARD,ARD,ORG,0.74,0.0,de,5
"Foto: dpa)
Berlin","Foto: dpa)
Berlin",ORG,0.0,0.0,de,5
IEA,IEA,ORG,-0.06000000000000001,0.0,de,5
Ukraine?,Ukraine?,ORG,0.0,0.0,de,5
Reuters,Reuters,ORG,0.0,0.0,de,5
Internationalen Energieagentur,Internationalen Energieagentur,ORG,-0.54,0.0,de,5
FBI,FBI,ORG,-0.4,0.0,de,5
Japan,Japan,ORG,0.13999999999999999,0.0,de,5
t3n.de,t3n.de,ORG,0.0,0.0,de,5
russische Außenministerium,russische Außenministerium,ORG,0.0,0.0,de,5
COP,COP,ORG,0.0,0.0,de,5
britische Verteidigungsministerium,britische Verteidigungsministerium,ORG,0.0,0.0,de,5
Rekordinflation,Rekordinflation,ORG,0.0,0.0,de,5
NZZ,NZZ,ORG,0.0,0.8,de,5
"Schweiz, International, Sport, Digital, Wirtschaft, Auto &","Schweiz, International, Sport, Digital, Wirtschaft, Auto &",ORG,0.0,0.8,de,5
Gazprom.,Gazprom.,ORG,0.0,0.0,de,5
US-Medien,US-Medien,ORG,0.0,0.0,de,5
Euro-Raum,Euro-Raum,ORG,-0.1,0.1,de,5
IWF,IWF,ORG,-0.07999999999999999,0.0,de,5
Potsdam-Institut für Klimafolgenforschung.,Potsdam-Institut für Klimafolgenforschung.,ORG,0.0,0.0,de,4
Russlands,Russlands,ORG,0.25,0.0,de,4
Taliban,Taliban,ORG,-0.5,0.0,de,4
ADAC,ADAC,ORG,0.425,0.25,de,4
Deutsche Bahn,Deutsche Bahn,ORG,-0.4625,0.0,de,4
"WEB.DE News
</li><li>","WEB.DE News
</li><li>",ORG,-0.15,0.0625,de,4
Gruppe „Letzte Generation“,Gruppe „Letzte Generation“,ORG,0.0,0.0,de,4
Pipeline Nord Stream 1,Pipeline Nord Stream 1,ORG,0.0,0.0,de,4
Europäischen Kommission,Europäischen Kommission,ORG,-0.38749999999999996,0.0,de,4
Bafin,Bafin,ORG,0.0,0.0,de,4
BP,BP,ORG,0.0,0.0,de,4
Klimaschützer,Klimaschützer,ORG,0.75,0.0,de,4
e…,e…,ORG,0.0,0.0,de,4
Evangelische Kirche in Deutschland,Evangelische Kirche in Deutschland,ORG,-0.175,0.0,de,4
Atomkraft:,Atomkraft:,ORG,0.5,0.0,de,4
LSB) Brandenburg,LSB) Brandenburg,ORG,0.0,0.0,de,4
russische Verteidigungsministerium,russische Verteidigungsministerium,ORG,0.25,0.0,de,4
DWD,DWD,ORG,-0.175,0.0,de,4
EuGH,EuGH,ORG,0.0,0.0,de,4
UN-Generalsekretär Guterres,UN-Generalsekretär Guterres,ORG,0.0,0.0,de,4
Ukraine-Krieg,Ukraine-Krieg,ORG,0.0,0.0,de,4
OMV,OMV,ORG,0.175,0.0,de,4
Landessportbund,Landessportbund,ORG,0.0,0.0,de,4
Black Friday,Black Friday,ORG,0.0,0.0,de,4
FSB,FSB,ORG,0.25,0.0,de,4
Europäer,Europäer,ORG,-0.25,0.0,de,4
Erdgasspeicher,Erdgasspeicher,ORG,0.0,0.0,de,4
ZDF,ZDF,ORG,0.175,0.0,de,4
FDP.,FDP.,ORG,0.0,0.0,de,4
US-Botschafterin,US-Botschafterin,ORG,0.0,0.25,de,4
EU-Spitzen,EU-Spitzen,ORG,0.0,0.25,de,4
ENTWICKLUNGEN,ENTWICKLUNGEN,ORG,0.0,0.0,de,4
Bundeswirtschaftsministerium,Bundeswirtschaftsministerium,ORG,0.0,0.0,de,4
GASTKOMMENTAR,GASTKOMMENTAR,ORG,0.175,0.0,de,4
Verbraucherzentrale NRW,Verbraucherzentrale NRW,ORG,0.0,0.0,de,4
China,China,ORG,-0.175,0.0,de,4
ISW,ISW,ORG,0.0,0.0,de,4
Awdijiwka,Awdijiwka,ORG,0.0,0.0,de,4
Disney,Disney,ORG,0.425,0.25,de,4
EU-Diplomaten,EU-Diplomaten,ORG,-0.175,0.0,de,4
I…,I…,ORG,0.0,0.25,de,4
Arbeiterkammer,Arbeiterkammer,ORG,0.0,0.0,de,4
Bundesnetzagentur.,Bundesnetzagentur.,ORG,-0.4625,0.0,de,4
Amazon,Amazon,ORG,0.25,0.25,de,4
RCS,RCS,ORG,0.25,0.0,de,4
DIE NEUSTEN,DIE NEUSTEN,ORG,0.0,0.0,de,4
Vanguard,Vanguard,ORG,-0.09999999999999998,0.0,de,4
Gas sparenGas,Gas sparenGas,ORG,1.0,0.0,de,4
IG Metall,IG Metall,ORG,0.0,0.0,de,4
Internationale Strafgerichtshof,Internationale Strafgerichtshof,ORG,0.0,0.3333333333333333,de,3
Berliner Hertie School,Berliner Hertie School,ORG,0.2333333333333333,0.0,de,3
Verletzten-Misere,Verletzten-Misere,ORG,0.0,0.0,de,3
Inspekteure sollt…,Inspekteure sollt…,ORG,0.0,0.0,de,3
CNN,CNN,ORG,0.0,0.0,de,3
Pipeline Nord Stream 2,Pipeline Nord Stream 2,ORG,0.0,0.0,de,3
IW Köln,IW Köln,ORG,0.2333333333333333,0.0,de,3
Russische Streitkräfte,Russische Streitkräfte,ORG,0.0,0.0,de,3
Dampfsäule,Dampfsäule,ORG,0.3499999999999999,0.26666666666666666,de,3
Senats,Senats,ORG,0.0,0.0,de,3
Uno,Uno,ORG,-0.2333333333333333,0.0,de,3
orthodoxen Kirche,orthodoxen Kirche,ORG,0.0,0.0,de,3
Deutschen Wetterdienstes,Deutschen Wetterdienstes,ORG,0.0,0.0,de,3
Streitkräfte,Streitkräfte,ORG,0.0,0.0,de,3
deutschen Staat,deutschen Staat,ORG,-0.4666666666666666,0.0,de,3
Deutschen Bahn,Deutschen Bahn,ORG,0.0,0.0,de,3
EU-Klimapakets,EU-Klimapakets,ORG,0.6999999999999998,0.0,de,3
Verband GIE,Verband GIE,ORG,1.0,0.0,de,3
ORF,ORF,ORG,0.0,0.0,de,3
den Grünen,den Grünen,ORG,-0.3333333333333333,0.3333333333333333,de,3
AKW Saporischschja.,AKW Saporischschja.,ORG,-0.3333333333333333,0.0,de,3
Bund,Bund,ORG,0.6999999999999998,0.0,de,3
Expertenkommission der Bundesregierung,Expertenkommission der Bundesregierung,ORG,0.4666666666666666,0.0,de,3
Werder Bremen,Werder Bremen,ORG,0.9500000000000001,0.0,de,3
"Foto: Imago) 
","Foto: Imago) 
",ORG,0.0,0.0,de,3
US-Konzern,US-Konzern,ORG,0.4666666666666666,0.0,de,3
Fifa,Fifa,ORG,0.0,0.0,de,3
Winter!,Winter!,ORG,0.0,0.3333333333333333,de,3
deutsche Nationalmannschaft,deutsche Nationalmannschaft,ORG,0.2333333333333333,0.0,de,3
Weltraumtourismus,Weltraumtourismus,ORG,0.0,0.0,de,3
DFB,DFB,ORG,-0.10000000000000002,0.0,de,3
Kabinett,Kabinett,ORG,0.0,0.0,de,3
Bundesumweltamt,Bundesumweltamt,ORG,-0.9,0.0,de,3
KURZMELDUNGEN,KURZMELDUNGEN,ORG,0.11666666666666665,0.16666666666666666,de,3
Nachri…,Nachri…,ORG,0.0,0.0,de,3
ÖVP,ÖVP,ORG,0.3333333333333333,0.0,de,3
Ökopartei,Ökopartei,ORG,0.0,0.0,de,3
Konsum,Konsum,ORG,0.0,0.3333333333333333,de,3
Salzburg AG,Salzburg AG,ORG,0.2333333333333333,0.0,de,3
NATO-Land,NATO-Land,ORG,0.0,0.0,de,3
Gaslieferung,Gaslieferung,ORG,0.0,0.0,de,3
GROSSEINSATZ,GROSSEINSATZ,ORG,0.0,0.0,de,3
Foto: AP,Foto: AP,ORG,0.0,0.0,de,3
Klima-Aktivist,Klima-Aktivist,ORG,0.3333333333333333,0.0,de,3
UN-Klimakonferenz.,UN-Klimakonferenz.,ORG,0.0,0.0,de,3
SPD-Vorsitzende,SPD-Vorsitzende,ORG,0.0,0.0,de,3
russische Unterhaus,russische Unterhaus,ORG,0.0,0.0,de,3
Ukraine…,Ukraine…,ORG,0.4666666666666666,0.0,de,3
Vereinten Nationen.,Vereinten Nationen.,ORG,0.0,0.0,de,3
US-Kampfjets,US-Kampfjets,ORG,0.0,0.0,de,3
G7-Staaten,G7-Staaten,ORG,0.0,0.0,de,3
SPD-Chefin,SPD-Chefin,ORG,0.0,0.3333333333333333,de,3
Vattenfall Wärme Berlin,Vattenfall Wärme Berlin,ORG,0.0,0.0,de,3
Universität Münster,Universität Münster,ORG,-0.2333333333333333,0.0,de,3
Securing Energy for Europe,Securing Energy for Europe,ORG,0.0,0.0,de,3
Gaspreisbremse.,Gaspreisbremse.,ORG,0.0,0.6666666666666666,de,3
südkoreanischen Verteidigungsministerium,südkoreanischen Verteidigungsministerium,ORG,0.0,0.0,de,3
AP,AP,ORG,0.2333333333333333,0.0,de,3
"Internationalen Energieagentur,","Internationalen Energieagentur,",ORG,0.0,0.0,de,3
ENBW,ENBW,ORG,0.5666666666666667,0.0,de,3
FDP-Vize Kubicki,FDP-Vize Kubicki,ORG,-0.2333333333333333,0.0,de,3
BND,BND,ORG,0.0,0.0,de,3
BaFin,BaFin,ORG,-0.38888888888888884,0.0,de,3
NRW-Innenminister,NRW-Innenminister,ORG,0.0,0.0,de,3
Die Linke,Die Linke,ORG,-0.10000000000000002,0.0,de,3
Gaspreisbremse:,Gaspreisbremse:,ORG,0.3333333333333333,0.0,de,3
Europäischen Gerichtshof,Europäischen Gerichtshof,ORG,0.0,0.0,de,3
CDU-Chef,CDU-Chef,ORG,-0.2333333333333333,0.0,de,3
Europäische Kommission,Europäische Kommission,ORG,-0.2333333333333333,0.3333333333333333,de,3
Sozialverbände,Sozialverbände,ORG,-0.9500000000000001,0.0,de,3
Gaspreisdeckel,Gaspreisdeckel,ORG,-0.2333333333333333,0.0,de,3
US-Basketballerin,US-Basketballerin,ORG,0.4666666666666666,0.0,de,3
Stadtwerke,Stadtwerke,ORG,0.2333333333333333,0.0,de,3
Frohes Fest?,Frohes Fest?,ORG,-0.6999999999999998,0.0,de,3
Makeiev,Makeiev,ORG,0.0,0.3333333333333333,de,3
Gasprom,Gasprom,ORG,0.0,0.0,de,3
Energiepreis-Krise,Energiepreis-Krise,ORG,0.0,0.0,de,3
Deutsche Bank,Deutsche Bank,ORG,-0.2222222222222222,0.3333333333333333,de,3
Energiepreisen,Energiepreisen,ORG,-0.1333333333333333,0.0,de,3
Razzia,Razzia,ORG,0.0,0.0,de,3
"Foto: dpa) 
","Foto: dpa) 
",ORG,0.0,0.0,de,3
Merz,Merz,ORG,-0.3333333333333333,0.0,de,3
Europaparlaments,Europaparlaments,ORG,-0.3333333333333333,0.0,de,3
UN-Chefs,UN-Chefs,ORG,0.0,0.6666666666666666,de,3
A…,A…,ORG,0.2333333333333333,0.0,de,3
BMW,BMW,ORG,0.10000000000000002,0.0,de,3
Covestro,Covestro,ORG,-0.3333333333333333,0.0,de,3
Kreminna.,Kreminna.,ORG,0.0,0.0,de,3
ple,ple,ORG,-0.2833333333333333,0.0,de,3
Gasimporteur VNG.,Gasimporteur VNG.,ORG,0.2333333333333333,0.0,de,3
CO2,CO2,ORG,0.6999999999999998,0.0,de,3
Unionsfraktionsvize,Unionsfraktionsvize,ORG,0.0,0.0,de,3
"Gruppe ""Letzte Generation""","Gruppe ""Letzte Generation""",ORG,0.0,0.0,de,3
Porsche,Porsche,ORG,0.48333333333333334,0.0,de,3
Landesamt für Statistik,Landesamt für Statistik,ORG,0.0,0.0,de,3
Litauen,Litauen,ORG,0.0,0.0,de,3
Apple,Apple,ORG,0.21666666666666667,0.0,de,3
Gruppe Letzte Generation,Gruppe Letzte Generation,ORG,-0.5666666666666667,0.0,de,3
Ukraine-Krieg: Putin,Ukraine-Krieg: Putin,ORG,0.0,0.0,de,3
Kirche,Kirche,ORG,0.0,0.0,de,3
Organisatoren,Organisatoren,ORG,0.9,0.0,de,3
Bundespolizei,Bundespolizei,ORG,-0.05000000000000001,0.0,de,3
Justizminister,Justizminister,ORG,0.0,0.0,de,3
Kriegspartei,Kriegspartei,ORG,-0.3333333333333333,0.0,de,3
Klima-Initiative,Klima-Initiative,ORG,-0.2333333333333333,0.0,de,3
Borussia Dortmund,Borussia Dortmund,ORG,0.0,0.0,de,3
Deutschen Bundestag,Deutschen Bundestag,ORG,0.0,0.0,de,3
rbb,rbb,ORG,0.0,0.3333333333333333,de,3
Deutschen Presse-Agentur,Deutschen Presse-Agentur,ORG,0.0,0.0,de,2
Bio-Lebensmittelmarktes,Bio-Lebensmittelmarktes,ORG,0.0,0.0,de,2
Ukrai…,Ukrai…,ORG,0.0,0.0,de,2
G-20,G-20,ORG,0.39999999999999997,0.0,de,2
Berlin: Polizei,Berlin: Polizei,ORG,0.0,0.0,de,2
LNG-Terminals,LNG-Terminals,ORG,0.425,0.0,de,2
Stadtwerken!,Stadtwerken!,ORG,-0.5,0.0,de,2
"SPD, Grünen","SPD, Grünen",ORG,0.0,0.0,de,2
Konz…,Konz…,ORG,0.0,0.0,de,2
RTL/ntv,RTL/ntv,ORG,0.0,0.0,de,2
Greenpeace,Greenpeace,ORG,0.0,0.0,de,2
Finanzministeriums,Finanzministeriums,ORG,0.0,0.0,de,2
dpa,dpa,ORG,0.0,0.0,de,2
Grünen-Politikerin,Grünen-Politikerin,ORG,0.0,0.5,de,2
Verbraucherpreisen,Verbraucherpreisen,ORG,0.0,0.0,de,2
E-Fuels,E-Fuels,ORG,0.0,0.0,de,2
Tages: Nachhaltige,Tages: Nachhaltige,ORG,1.0,0.0,de,2
ifo-Instituts,ifo-Instituts,ORG,0.0,0.0,de,2
Europäischen Küsten,Europäischen Küsten,ORG,0.7,0.0,de,2
Pessimismus.,Pessimismus.,ORG,0.0,0.5,de,2
"die Grünen für ""gute Atomkraft""","die Grünen für ""gute Atomkraft""",ORG,1.0,0.0,de,2
Gesundheitsminister,Gesundheitsminister,ORG,0.0,0.0,de,2
Siemens,Siemens,ORG,-0.35,0.0,de,2
Urengoi-Pomary-Uschhorod-Pipeline,Urengoi-Pomary-Uschhorod-Pipeline,ORG,0.0,0.0,de,2
STERN,STERN,ORG,0.0,0.0,de,2
Pharmariese,Pharmariese,ORG,1.0,0.0,de,2
Wirtschaftskammer Burgenland,Wirtschaftskammer Burgenland,ORG,-0.35,0.0,de,2
Brennholzpreise,Brennholzpreise,ORG,0.0,0.0,de,2
Erdgas-Händler,Erdgas-Händler,ORG,0.35,0.0,de,2
Weltgesundheitsorganisation,Weltgesundheitsorganisation,ORG,0.0,0.0,de,2
"Foto: AP) 
Düsseldorf","Foto: AP) 
Düsseldorf",ORG,1.0,0.0,de,2
G7-Runde,G7-Runde,ORG,0.0,0.0,de,2
Finanzministers,Finanzministers,ORG,0.0,0.0,de,2
Klima-RAF,Klima-RAF,ORG,-0.5,0.0,de,2
Selenskyj Beistand,Selenskyj Beistand,ORG,0.0,0.0,de,2
Kanzlers: Deutschland,Kanzlers: Deutschland,ORG,-0.35,0.0,de,2
China-Besuch,China-Besuch,ORG,-0.35,0.0,de,2
Internationale Energieagentur.,Internationale Energieagentur.,ORG,-0.85,0.0,de,2
CSU ,CSU ,ORG,0.7,0.0,de,2
Berlin-Bashing,Berlin-Bashing,ORG,0.0,0.0,de,2
DIW,DIW,ORG,0.0,0.0,de,2
Pustekuchen!,Pustekuchen!,ORG,0.0,0.0,de,2
Währungshüter,Währungshüter,ORG,0.0,0.0,de,2
Inflationsausgleichsprämie,Inflationsausgleichsprämie,ORG,0.7,0.0,de,2
Bund Millionen,Bund Millionen,ORG,0.7,0.0,de,2
Europäischen Investitionsbank,Europäischen Investitionsbank,ORG,0.0,0.0,de,2
Hamburger China-Deal,Hamburger China-Deal,ORG,0.0,0.0,de,2
Russland?,Russland?,ORG,0.0,0.0,de,2
Einwanderungsgesellschaft?,Einwanderungsgesellschaft?,ORG,0.7,0.0,de,2
EU-Hilfe,EU-Hilfe,ORG,0.0,0.0,de,2
schwedischen Marine,schwedischen Marine,ORG,0.175,0.0,de,2
Gesellschaft.,Gesellschaft.,ORG,0.0,0.0,de,2
Russische Armee,Russische Armee,ORG,0.0,0.0,de,2
CIA,CIA,ORG,0.0,0.0,de,2
Euro-Familie.,Euro-Familie.,ORG,0.7,0.0,de,2
AKW-Verlängerung,AKW-Verlängerung,ORG,1.0,0.0,de,2
TES,TES,ORG,0.0,0.0,de,2
Nuklearschlag,Nuklearschlag,ORG,0.0,0.0,de,2
Deutsche Wetterdienst,Deutsche Wetterdienst,ORG,0.0,0.5,de,2
Münchner Sicherheitskonferenz,Münchner Sicherheitskonferenz,ORG,0.35,0.0,de,2
Progressiven,Progressiven,ORG,0.0,0.0,de,2
Rosneft,Rosneft,ORG,1.0,0.0,de,2
Nord Stream 2 AG,Nord Stream 2 AG,ORG,0.0,0.0,de,2
Terminkontrakt TTF für,Terminkontrakt TTF für,ORG,0.0,0.0,de,2
Teilmobilmachung,Teilmobilmachung,ORG,0.7,0.0,de,2
Russland-Geschäft,Russland-Geschäft,ORG,0.0,0.0,de,2
Rote Armee,Rote Armee,ORG,0.0,0.0,de,2
Fahrzeug-Export,Fahrzeug-Export,ORG,0.0,0.0,de,2
"Initiative ""Berlin","Initiative ""Berlin",ORG,-1.0,0.0,de,2
Russische Invasion: Melnyk,Russische Invasion: Melnyk,ORG,0.0,0.0,de,2
AKW Saporischschj…,AKW Saporischschj…,ORG,-0.7,0.0,de,2
bayerische Handwerkspräsident,bayerische Handwerkspräsident,ORG,0.0,0.0,de,2
Ukraine-Liveblog: Nord Stream 2,Ukraine-Liveblog: Nord Stream 2,ORG,0.0,0.0,de,2
documenta15,documenta15,ORG,0.0,0.0,de,2
Heizölpreis-Prognose: Wird Heizöl,Heizölpreis-Prognose: Wird Heizöl,ORG,0.0,0.0,de,2
US-Konzern Westinghouse.,US-Konzern Westinghouse.,ORG,0.0,0.0,de,2
britischen Marine,britischen Marine,ORG,-1.0,0.0,de,2
Linke und Flüchtlingsrat,Linke und Flüchtlingsrat,ORG,-0.7,0.0,de,2
ntv,ntv,ORG,0.175,0.5,de,2
Finanzpaket,Finanzpaket,ORG,0.0,0.0,de,2
US-Zentralbank,US-Zentralbank,ORG,-0.15000000000000002,0.0,de,2
US-Notenbank,US-Notenbank,ORG,0.35,0.0,de,2
US-Einschätzung,US-Einschätzung,ORG,-0.7,0.0,de,2
ukrainische Verteidigungsministerium,ukrainische Verteidigungsministerium,ORG,-0.325,0.0,de,2
Deutsche Marine,Deutsche Marine,ORG,0.0,0.0,de,2
SWR,SWR,ORG,0.35,0.0,de,2
Russische Militärs,Russische Militärs,ORG,0.0,0.0,de,2
Berliner CDU,Berliner CDU,ORG,0.0,0.0,de,2
Energie-Preisbremse,Energie-Preisbremse,ORG,1.0,0.0,de,2
Lyft,Lyft,ORG,0.35,0.0,de,2
NDR,NDR,ORG,0.0,0.0,de,2
Elmos,Elmos,ORG,0.0,0.0,de,2
Joint Venture,Joint Venture,ORG,0.0,0.0,de,2
Gaskondensat,Gaskondensat,ORG,0.0,0.0,de,2
New York Times,New York Times,ORG,-0.5,0.0,de,2
Borussia Mönchengladbach,Borussia Mönchengladbach,ORG,0.0,0.0,de,2
Bundesliga.,Bundesliga.,ORG,0.5,0.0,de,2
Funk Atomschläge,Funk Atomschläge,ORG,0.0,0.0,de,2
FSV Mainz.,FSV Mainz.,ORG,0.0,0.0,de,2
Bayer Leverkusen,Bayer Leverkusen,ORG,0.0,0.0,de,2
"Amazon, Apple, Google, Meta","Amazon, Apple, Google, Meta",ORG,-0.55,0.16666666666666666,de,2
Siemens-Chef,Siemens-Chef,ORG,0.7,0.0,de,2
"Bewegung ""Letzte Generation""","Bewegung ""Letzte Generation""",ORG,0.0,0.0,de,2
