domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.zeit.de,-0.004946240229270064,0.1340293292701771,0.018531453909214506,0.06707822890496842,2581.0
www.faz.net,-0.007689882929916164,0.22173186704850062,0.05088036990694808,0.10768034868094398,1505.0
www.n-tv.de,0.0887998460109912,0.21733432379259854,0.034535647644032115,0.09688491801329989,1467.0
www.welt.de,0.014142677123446353,0.22503023390276314,0.0674402935620885,0.10510506272930087,1014.0
www.stern.de,0.00810722241585719,0.2689692099652468,0.05568168768868887,0.1357032066889597,857.0
www.tagesschau.de,0.0017828653280975934,0.23206673383376045,0.06328374559425903,0.13870922103742994,818.0
www.focus.de,-0.005462037296569679,0.2606083044523851,0.08655767680228117,0.14394688613674686,695.0
www.handelsblatt.com,0.05364131318056237,0.21054827879572385,0.049468416490600776,0.0989882708229808,586.0
www.morgenpost.de,0.0023515160568731972,0.19264234071451072,0.06416275969847403,0.10652641453845234,518.0
www.sueddeutsche.de,0.021715087070426867,0.27254678773539764,0.08043242410232704,0.15212607458503713,515.0
www.spiegel.de,0.02854519774011299,0.20243678663458894,0.09162925410277108,0.12237204664179543,472.0
www.tagesspiegel.de,0.007771988923774629,0.21581654834200945,0.05771116780045347,0.11032397414637987,364.0
www.wiwo.de,0.012371908708234673,0.18750361435652374,0.06284475576602647,0.10021543480685806,362.0
taz.de,-0.003584202199398278,0.21986529569373867,0.05020424836601308,0.11337019177547207,306.0
www.bild.de,-0.040502539682539695,0.2465946628856506,0.045725925925925906,0.106666130803525,250.0
www.nzz.ch,0.020153061224489795,0.19673855545471608,0.055047781017168736,0.09897995869254181,196.0
www.dw.com,0.00632748221564011,0.19398846572567988,0.048321266128283684,0.0960880467195438,171.0
consent.google.com,-0.08287337662337665,0.43564865620592547,0.03382034632034632,0.12816167470392564,154.0
orf.at,0.027019444444444443,0.21964372260210638,0.03977777777777778,0.1090308241118655,150.0
www.diepresse.com,0.019989945302445307,0.25900698478202067,0.05253271128271128,0.1260972983236903,148.0
www.golem.de,0.0870656792900888,0.09639518089416109,0.03305055618047743,0.06371149094815101,127.0
www.telepolis.de,-0.020353998478998485,0.18561742162122327,0.05459030459030459,0.10455274245529096,74.0
www.jungewelt.de,-0.04753968253968255,0.27269026062294066,0.02861552028218695,0.07148199881841857,63.0
www.heise.de,0.02069867291178766,0.27285660135563755,0.048620869112672396,0.10134666353136126,61.0
www.freitag.de,-0.0012851037851037892,0.21633670938261693,0.07189026251526251,0.10667487884527573,52.0
stadt-bremerhaven.de,0.16950306637806636,0.24840424822148105,0.07215007215007214,0.18219652677655318,44.0
www.businessinsider.de,0.11814520870076424,0.2382797892289475,0.04911816578483246,0.11246866755211078,27.0
web.de,-0.043166666666666666,0.21897435584679434,0.014999999999999998,0.04316741741088904,25.0
www.t-online.de,-0.04378858024691357,0.18973928216481045,0.05474537037037037,0.13074551697264866,24.0
t3n.de,0.1729138321995465,0.23040905536335773,0.047619047619047616,0.12440333788202981,21.0
www.der-postillon.com,0.23363945578231296,0.3555182963362117,0.09699546485260772,0.13567439840305973,21.0
www.manager-magazin.de,-0.02070833333333334,0.20945440036755814,0.11916666666666668,0.19421644945721278,20.0
www.basicthinking.de,0.07351190476190476,0.2458014403066331,0.12208646616541353,0.18844578533156273,19.0
www.kicker.de,-0.02366013071895426,0.23719124332782943,0.05555555555555555,0.14163943093313291,17.0
de.rt.com,-0.00411297852474323,0.13628462459821197,0.028921568627450978,0.06575665676185745,17.0
www.autobild.de,0.15606150793650791,0.24952838294508242,0.04399801587301587,0.08924342031793062,16.0
wien.orf.at,0.07681481481481482,0.13335787913393682,0.09,0.13711888017916168,15.0
www.prnewswire.com,0.0855952380952381,0.2666166677028042,0.07142857142857142,0.2672612419124244,14.0
praxistipps.chip.de,0.24096938775510204,0.22496803350771188,0.11900510204081634,0.10501038268572337,14.0
noe.orf.at,0.04715986394557824,0.18446391475732893,0.052551020408163264,0.07689954101577828,14.0
www.cio.de,0.08125000000000002,0.16907798926232664,0.10416666666666666,0.13296222392639567,14.0
www.ndr.de,0.03878205128205128,0.19177551721439573,0.009615384615384616,0.03466876226407682,13.0
steiermark.orf.at,-0.09020833333333335,0.28729716714140213,0.10297619047619046,0.14255785749462221,12.0
www.brigitte.de,0.19121527777777778,0.23794571801173026,0.0,0.0,12.0
versicherungswirtschaft-heute.de,-0.05909090909090908,0.24540795246143335,0.04772727272727273,0.12270622715175535,11.0
science.orf.at,-0.008993506493506498,0.10685638108277673,0.07067099567099566,0.07712645461877157,11.0
netzpolitik.org,0.024242424242424235,0.2701453966913657,0.053030303030303025,0.10050378152592121,11.0
www.perlentaucher.de,0.14038095238095236,0.18334588873382426,0.10583333333333333,0.11633882508527503,10.0
www.wissenschaft.de,0.04623015873015873,0.20978312626497794,0.09345238095238095,0.13498043726011827,10.0
burgenland.orf.at,0.053703703703703705,0.11874861922524083,0.08148148148148149,0.09734119704408463,9.0
www.pcgames.de,0.2558333333333333,0.1667728828210523,0.015873015873015872,0.047619047619047616,9.0
www.googlewatchblog.de,0.18855820105820106,0.18923183985901346,0.23066578483245148,0.21763836140764573,9.0
kaernten.orf.at,0.07810846560846563,0.3089583573839357,0.09391534391534391,0.1505145704855362,9.0
salzburg.orf.at,0.10604497354497354,0.10650406095839669,0.0761904761904762,0.1477725776112657,9.0
ooe.orf.at,0.018356481481481484,0.16555680083191243,0.12638888888888888,0.1830964378559986,9.0
